Emotion,keywords
fear,starts  fear leads yu failure  botmline afraid rejection fear yu fail
joy,starts long car ride north carolina thanksgiving traffic
joy,starving aint shit eat 
sadness,starving cooking  confused 
joy,starving stray transformed contented house cat 
joy,starving stray transformed contented house cat 
sadness,state certainty state confusion like that
joy,state mind state heart
sadness,state shock way die true end watching you
sadness,stated in  class discussions  school discourages  use of reference at  library because y feel that it will be abused
disgust,statement issued ibrox yesterday detailing unsatisfacry nature dealings bernard tapie s club  expressing regret rangers behalf disgruntled fans 
anger,statement people believe
surprise,states black friday wedfriday 
shame,station crowded horribly ashamed nakedness  clos train 
joy,statistics d worry business math arabic english religion
anger,staunchly promonarchist daily telegraph said bbc chairman marmaduke hussey  wife ladyinwaiting queen elizabeth i miffed ld interview 
anger,staunchly promonarchist daily telegraph said bbc chairman marmaduke hussey  wife ladyinwaiting queen elizabeth i miffed ld interview 
anger,stay away 
neutral,stay away  keeping 
anger,stay away  nobodys keeping 
fear,stay away homies land trouble
fear,stay away niggas land trouble
fear,stay away niggas land trouble drake
fear,stay away niggas land trouble ima honest tired bein studdle
anger,stay calmnever act outta
surprise,stay coz sharing v awesome stuff till  u come  lol  ur weekend perfect
fear,stay friends forever
fear,stay friends forever
fear,stay mum time came dad joined family working place found fear cause all
joy,stay school going practice hours though
surprise,stay tuned special wont want miss details coming days
sadness,stay up and feel foolish
sadness,stayed abroad long time remembered friends relatives felt sad wanted soon possible
sadness,stayed bus 
fear,stayed dark night mountain waiting uncle remember ok big sne calmed me
sadness,stayed for a short while but feeling like he didnt need me anymore and having my own emotional drainage  work through decided needed  go home
fear,stayed house great brittain lot rumour newspaper murderer free
joy,stayed months seeing mor holidays short home far times mor came school joyful want go
joy,stayed till  morning talking her  easy talk her  woke   driving  hrs jasper
sadness,stayed under  freezing stream maybe a few minutes longer than would have orwise ensadnessing  feeling of water over my abused body
fear,stayed vienna class friend behaved incorrectly teacher threatened exclusion school
joy,stayed way late dance comp
joy,staying alllnight damn art project textm
fear,staying alone in  biology building after  dark
fear,staying biology building dark
fear,staying dark
fear,staying dark place
sadness,staying heid love her miss semester  
joy,staying home day getting homework oh amp making christmas list
surprise,staying home morrow decorate house mom gets home
fear,staying in a relatives house which was broken in before
sadness,staying late watch half blood prince dumbledore dead abcfamily harrypotter
joy,staying mrsschlorman til bio test over 
joy,staying night gotta work midnight morrow
fear,staying relatives house broken before
fear,staying room midnight reading horror sries
fear,staying room night
joy,staying school till  night
anger,staying sober friends home safe promise petrol money  return home petrol money
surprise,staying wait ur check surprise
fear,stays kitchen watches  chinese new year  kitchen god tells boss good bad year  like lester 
joy,steel pump session minus  minutes
disgust,steelers dirty team qb rapist
sadness,step back in  game day after day even when  odds of success seem out of favor love on and when feel nothing but ugly inside she is re  remind me of who really am and nothing could be prettier than that
surprise,step dad brought home quot d tv
joy,step faith trust god guide steps provide needs wow god serve
surprise,step forward pooley noted utter stupefaction vanished alger air 
joy,step mom sold house moving dads old house february  sofarfromwn
neutral,step office moment  concern 
sadness,step rite now  chance ima run traffic mind 
surprise,step son went sleep ok car drove wn empty
anger,stephanie  school  left dorm morning  hour half ago  happens time  long
anger,stephanie  school  left dorm morning  hour half ago  happens time  long ready morning 
fear,stephen spielberg says anxious parents view 
fear,stephen spielberg says anxious parents view 
joy,stepped conducr s rostrum opening production new season   time  filled sense sheer elation 
joy,stepped conducr s rostrum opening production new season   time  filled sense sheer elation 
joy,stepped outside and became annoyed because  temperature was warm and it was raining it felt as if  wear was conspiring  keep me from feeling festive
sadness,stepped outside look sky cloudy sleeting chance stargazing
joy,stepped outside of  house feeling glad  be home again
anger,stepped poo apartment job streakonflooratwork okaythatiskindoffunny shoeslipperyenoughmoonwalk dope
fear,stepped python snake unknowingly sleeping near baobab tree
fear,stepped snake home dark moonlight
joy,steps getting god up rise amp shine great day tweeps faith focus
surprise,sterke koffie en de onschuldig  melancholieke jaren  sound van de houden op de tijdens het bouwen 
fear,steven  
fear,steven   going  guys   know gun   going 
sadness,stick  my values feel like broke my promise
anger,stick gun ribs 
joy,stick head moving blender   words were write legal crap
sadness,stick true mates u got fake u reason
fear,sticking reese wirspoon night movie night
